industry,business name,address,external link,phone number,additional_info,emails,business hours,bullets-container,teaser
Food and Beverage,Spitzie's Harley-Davidson,"1970 Central Ave Albany, NY 12205",https://apis.elocal.com/tracker/track?q=82170ba6458def13b45fb2dfc19def575613ad1ba56ed113621d182ac06ab9cbe0bbe72969b94d95bf2cd2a6d2619fc69edb1e104fab4f1c668dfa174ebcf3cc2a302b088be2533f65ce79ea6f4907af12e5bbdd4150e7f698f4e4f6fc34245dc772c7141ea1610f07b1530003f902be7db08acacd4ea638fdbb31feebdf44fd2683b5731036ff6e0237978f940dc43bf6f88bf717b5d3e6ae1c267d0f3ca040ceab85f7c424d8671256134a38a3bc68fe9fb1e40eb3d2bab3bde3b27a9c928ea35bbf0017d2ee565f5d88a8aeaa38e30a06b57a1b89618c5e99efdf2c38b9ddcfdb359bedbaf4611a387a53205fe1c6e713e820e63ade2f64c6a86800ff430f260dda010a21b7269020b2fb9981b70bb0fa7d0e816d2a57a04eaaef4bdf3a2375f3a57cb276e54972cfcb68670ce7651ed28f5cd33161dc0ad5ffdde68adbe01ca850d9326f27c7332f32efb27102630d6841f59f7e102e646143993d859833f637a3f79d8a2b72e723b4ef7a8d4f4fd4c46e6980434bad26a1434032b436baa7db8b6dd35f244ed3287fac5cdec9a63c76cd6191fb74704560c8db9ee320c28a0d42dcab5edfec214265445d90ce5e5f4056eae6b91bd231bc73b847386eabde97558eae2a7bcd280cbf64c0e060141ce499984a4b17709b772729f46d8184bfe04a8360c8f7eda71c53a09c5f21fbd799cda269499861cd287bb98177ae2ac6ff9f793d5fe8c189eae8a2d427e7eb8cb939ea826ba48b6999aa99f17b4b79978904c45a1e89fb5b92e65ce09d87bdf9a3aa5febffe4af5a1d6c085f14b0f5e3fa6115accb65e84bb3b7f4e9f0b5993e4d6fd023d9b5425d968d7dcc7cca1e3f9f9fed7c4dc4f6321892dbfb8b8ceb6ec3be2ecc5ba5161a172136d9bb98a50514ee6a73731342e942b4e0eb48c4c680aa9f5542e01b6575432e0afc61153b5e7c43dda0fc2305ac887830947801c7,(518) 299-0122,"Food & Dining, Amusement Parks","['chadr@sheldons.com', 'steve@spitzies.com']","Business Hours: Tue 10:00-18:00,Wed 10:00-18:00,Thr 10:00-18:00,Fri 10:00-18:00,Sat 09:00-16:00",,
Food and Beverage,Ducati,"155 6th Ave New York, NY 10013",https://apis.elocal.com/tracker/track?q=65ff8f976af99c250a5cfd84b2a88f12f8fb125a7327acb2087af2b33c371ede8c3cf06c1730c8f23e9b9a9f5b09e512d4d80e60df4645839acb3a102ea1279751aeb9d84d567a062b8682ae889f4dc73cd463c390beb0436c897c338bd9f7ecfc5c77a1b164138cdf6e571f50b736a94e0811732f05a2026a34e50eea3ac995562186df8821e742030dd4499bf451d169a009e2d9567e65bb5914824fa9f3b480f981de3f5985515f0cb708a4ad24cf0fe9f526aa061f09ed566756f986e7f6ffa7de7f6dce8364923d77ee2f135f4db0c598aa9adc161617d527beed6296102e5cd07bcd2f4a2e0f550c647ec1d2afb40960c5fef433a6bf056c046a5b4849a908857f4c2106c327304f049f6b207cfb3c727569286ab782938a90c8e9e56b21a8f0f2bce6d9b37da732236cdb898c4ec6b4e0b073f9011cd881fed05f245ba8ba62520d7b15997765b660c3a74828f3c0a9c3dc83da513ff0cec7143842bb29a7eb444ca73566be0a5b84d0ac3be2b54ca6e365602e22252f6284d1658dc244809630f7ebcc4eb336b26edb88df812d2f42ad22472842d2b198b4dc1a83ca2b308f2c9a631a099be0da70720b62b09222644f033c00b9ee189225443f9cded00f0403d418924f5b98c5e61bcff53f4d83a7050af0120ccddcda5b2fba6904a3edb03c5ca058eaca3aefbe2b377531b76356580bf69cef4d9ab586e67a37d8bed16246cd267a4c23170e2e622c82b41579d40ba1b300de04016a970b64e37743d5938cea68b8eeab45fa52177104f187918edd6a863d6819b238e6b2a02dc6b223e3bfc68e7ea26a06ebec48c26c832b921cd32009bc905db373d2f04492524c0292c65e2b5ebe7c3ca474b6f5b1e357f505c6debd5f5a9dd388c2b0945abad8e006e98d140bbd7fb7ec45e0f4c1d962dbef8ef6d88d6a421b0a00b2a6e79394afe1e92e22832af44c11f65580ce57,(212) 989-1414,"Food & Dining, Sporting Goods Sales",['marcos@ducatinyc.com'],"Business Hours: Tue 10:00-18:00,Wed 10:00-18:00,Thr 10:00-18:00,Fri 10:00-18:00,Sat 10:00-17:00",,
Food and Beverage,Cold Stone Creamery,"241 W 42nd St New York, NY 10036",,(212) 398-1938,"Cheap Eats, Food & Dining, Ice Cream Parlors, Food Stores, Candy Stores, Family-Friendly Dining, Dessert Shops, Yogurt Manufacturers, Cake, Restaurants, $, Mastercard Accepted, Shop Online, Visa Accepted",[],"Business Hours: Sun-Thu 11am-12am, Fri-Sat 11am-1am",,
Food and Beverage,Little Basil,"153 E 26th St New York, NY 10010",,(212) 689-1444,"$$, Eclectic & International, Thai, Date Spot, Food Delivery, Restaurants, Food & Dining",[],Business Hours: Monday - Friday: 12pm - 10:30pm Saturday - Sunday: 5pm - 10:30pm,,
Food and Beverage,SamSara New York,"277 Water St New York, NY 10038",,(212) 444-9443,"Food & Dining, European, Restaurants",[],"Business Hours: M Closed, Tu-F 12pm-3pm, Sa 5pm-midnight",,
Food and Beverage,Pizza Y Parrillada Boca Juniors Inc.,"8108 Queens Blvd Elmhurst, NY 11373",,(718) 429-2077,"Check, Visa Accepted, Restaurants, Steakhouse, Argentinean, Mastercard Accepted, Food & Dining, American Express Accepted, Cash",[],Business Hours: Daily 12pm-12am,,
,,,,,"Food & Dining, ATM, BMW",[],,,
Food and Beverage,Gold Coast Motorsports,"2070 Jericho Tpke New Hyde Park, NY 11040",https://apis.elocal.com/tracker/track?q=68ace561d3d1b80a3690634e850d0075b6e45f3abdfd8c9a22f659f3a844f830f54854a37b4acdf5c4aadb58f44e7c1fa4fe2cfa31d5f3a4f9716265bdbe2e40a699191a421ca9205069e10dc16d0206392edea36e7935d7bc5a49bb406e5728194cd84709fa7b74e1eab9350bf6f503024db543c691f89309e168d38912f735e0b3a6462030cb16074005796bb211539f91d09e88b5181b17334908a4ace6facc8f9cd634b150aa9f02a2e2bcfb82bfcf2e2430ea6312576a076985bde508a0ff558425deb6627921a834fa71bbd73e5525fb2f0c5dd01a019030d8846d6caab85b618fcf9ecb93210ff304d4a054da384e29e9b5ae50d3a1daf3940a94822db64c05e9beb83b59a195903461391c1b55da957ab0ffa698b683490c6277580dd276f41f7c67d297d2d774f43c5d6b66260df52ff19cd8818bc5f53bd7c9079e4e4255eae5fe27d1270e0356c8a37124578f57f4be0bde0a988738713c763f767aad2290d8135ced4a8aeec116517c9c188b3913aded5c740e9aefb4d6b35f838e4648bc68e1116b6bb424a6fc299230f3e97d2cc6cc7d579f1fb421f6671d3616cd21efbbbb3458f7e0e306781486f532fe22196f9b7b6560f03253f23b2139e991b66b57688ef622ba7ad01ae276e0cba103db163e930b091cd4a8c36291bb8124d73a553e178aa3c38087e2b9504a15a14eb382573067029adc5fe5365dbf8aaa1ae0c2f51589c9e28cef32f13039d8b38beb027edf2f19298a5e3db5dd733f5843d18dbd748a3d665503ff72421ff758b10e5c9487739a49463e4af8e8b1a725e0e8272104b75db8ccf35107ac6554d6698d929d63a52cf64400642162019eee379ae02b1e478b3f821470f0164df1c69f0b866cf5ff967542cb66a1dac1ea6bf394b6245591f409ec9257052966d4bb269124786352366594bf114531ee2bdd5c73383a16d588d143f814ca831b9e9a59b3edd3e8d0edc4b38a7cc9d58b,(516) 352-7474,"Food & Dining, Sporting Goods Sales","['sales@goldcoastmotorsports.com', 'bob.rosen@goldcoastmotorsports.com', 'D00003160@api.trafficlogpro.com']","Business Hours: Tue 10:00-18:00,Wed 10:00-18:00,Thr 10:00-18:00,Fri 10:00-18:00,Sat 10:00-17:00",,
Food and Beverage,Moroney's Motorsports,"833 Union Ave New Windsor, NY 12553",https://apis.elocal.com/tracker/track?q=16172056fea92f5d631628b31072008c764c95e864b8778dfd6a16f2fbce8ee22c981d363f1f78b659a4a1c102f4ab22912daea95053adef3345df61369f73ab9bcf8ddebe09513b1aa3109dcde487d267f1377c94861cea1b70136a1cfea799ba1e035ac54c7c5881cbb279e2cfcc1397308bf6c3f7cbf35075fdcfdc74bb84e3ed57d913b3c9b6c4ee5a9f1e64f387f71f4840278ad85d0b3ac0f24f7c7e7df442665a163d220a6378fd3aba4bb66b3d94fd8a793203a18386a9f8b3b7170d4b50c54a8e8f748e42ab802617a532f95d49f2f4267f040ac3ed53b557c3bbe433fdfd00b9d5b3dd43cde264801ffc1608311ca85bab16714d09f55a163e9d2b68bf39810186042533cd461957ccb48a50c9ab4d88ec7b59caee8b7fc67fb0f3892873dc42a6d551b5d7cf2153335e75dc80803882c93177a7c8cffb47f90ad32d89d0ced4f5bb7bd3ab6163d468ed7fff7e1d107b5e83836018e64b1618737a689b75eef1cf9e9b7d979615c2c1527576d6ea125f722b485e15f7ffb8007b7f949b3ac8a3f7c546178cff1202f7a3efd4f07bbe9131269986dac66f77ea05e7c328ca756c2d863e368f98c88302574b2a4c67d04bacf35bfe52036722f5d8e3d08e1bda7a7e42ec062d5869c15d0f7b7d81d4a887a47c64f80b9f706e183bea2c034b94e8df785ce9426f30acc1093d5b9ac96a0b6249c1c22a538fd183f82e6e203c24b875cdb21f7836ddcd397381e53e95a1f3353bd1091afc032c3ac118ab880abfb63bc41e6f05ac936b9493680b3000dc53810f05559fa82cfc607f2f872421bc7ad3dd345807d650a36c9eb19c54a5c25b3c4e459ec3b852a2fb405d54b765f907980676cb422a14ec836e2b7fd9e88f3620ebde8047953cd4279e8c0c196519fa2446e5b04cffb237bf17fb15d6200ec12fb46a3287fec437506eac2c83bd41b962ecc0ee8eb2fdf42b63e4dac250675d15ecfeea7eb9d1206390e4,(845) 564-5400,"Sporting Goods Sales, Food & Dining","['liz@fasthog.com', 'eric@fasthog.com']","Business Hours: Tue 09:00-17:30,Wed 09:00-17:30,Thr 09:00-17:30,Fri 09:00-17:30,Sat 09:00-16:00",,
Food and Beverage,Ai Fiori,"400 5th Ave Ph 2 New York, NY 10018",,(212) 613-8660,"Food & Dining, Restaurants",[],Business Hours: Daily 7am-11:30pm,,
Food and Beverage,Liberty Whole Beverage Corp,"11809 Rockaway Blvd Jamaica, NY 11420",,(718) 738-7651,"Beverage Manufacturers, Food & Dining",[],,,
Food and Beverage,Meme Mediterranean,"581 Hudson St Frnt 1 New York, NY 10014",,(646) 692-8450,"General Merchandise Stores, Restaurants, Beverage Manufacturers, Food & Dining, Wholesale Foods, Greek",[],"Business Hours: Mon-Fri 11:30am-11pm, Sat-Sun 10am-11pm",,
Food and Beverage,Caf������������������������������������������������������ Viva,"2578 Broadway New York, NY 10025",,(212) 663-8482,"Restaurants, Food & Dining, Wholesale Foods, Beverage Manufacturers, Visa Accepted, Mastercard Accepted, Pizza",[],Business Hours: Sun 11:30am-11:30pm; Mon 11:30am-11:30pm; Tue 11:30am-11:30pm; Wed 11:30am-11:30pm; Thu 11:30am-11:30pm; Fri 11:30am-11:30pm; Sat 11:30am-11:30pm,,
Food and Beverage,Hamburg Honda,"5133 Camp Rd Hamburg, NY 14075",https://apis.elocal.com/tracker/track?q=08216d78d05c7df5c9afa4d4260e73bfb0032a8d68c9116c41595c57bebbb9077245444cede29ce0b211363affa6e875b3898de370eb06270cb0b790d4546f2026f38401f853e06d3978032b53d7b0dd5e9527a00ffb030b1dc0249d19eb8921b7c74ee70b7426952c35ac0b28e287906058c3833e669e31350560fa00192faa65fd0f54e5a3f4849a06e79facafdc0d74ea741d005b3b955a64f3c106f3210bd02d90482683535dbdb868868056b0d4ff63f222ffbaa6e018d2c25f5c600a8018f6ec19393505f86def0743ca8608722da3dc9492dd3727dd0f5b96f315e4af0a93a4cf6a7a650890901f4d0c8c69fb04b9b4ee4fd531fce22b7e3a28f497e7679fb40a0af95e340308fd6ed5353701e8fbe763763971224f6f741f0769050db66bfed499afd1f2b68d603870afd3382259db973e3ef523d9934b4892ef7404596edaa9fcf37fa1cabea8ebecbf8734878db2fa4f3f748cfbbf551c792dd5ef901cf5fc771584f4a3fd39717a5b3b9fb341cb8b7ee639b7a1dc24be797218affc9636e8e6117151c4378bbe51f020318a77a7ae751cfccbe1a18c3fe269753a21bea275f0074eb7bd964086f41ee0b7f1c4e09fab3e07f3366601fb59efb6011c8af5231970ff6564e97d6b977c53cce595e01d4a09481221ee66cdd5b7722e248b5525025b0538cce81fc206b8ba0630008a71e1233b6fc4d06f9fbb1e6ba05b70c43c488c005b5ea95f275998728d9273a5b196a7f40feb0110e806194ea32e315359f079979b6d60d6bc9c56bf70f23fe833b26a7bc362ba23228703f05f659af77ada6be9b46068ff4b3f399e8c22f9df447f9c8e12d77f4674a001cd6c0e9ddf837738a23fa53ab50ad4c4bf825db54c2d8b5b475d76fc284609f44a20cc865116fdd4b90ac651d0a7cfbaa53a73023c11ab8a97aeba1bdde279cf33060179abe42561b11707da71fd28525f2e3f113768b4c4d6b9fdf65e5ce50635fe,(716) 649-7669,"Artists, Food & Dining","['Dan@hamburghonda.com', 'Sales@hamburghonda.com']","Business Hours: Mon 09:00-18:00,Tue 09:00-18:00,Thr 09:00-18:00,Fri 09:00-18:00,Sat 09:00-16:00",,
Food and Beverage,MORONEY'S,"833 Union Ave New Windsor, NY 12553",https://apis.elocal.com/tracker/track?q=3d4a5e3de879bdc6d4e1822d2e3e71153fe278cae8c21cdca7e0e8ab840eb7d277953ce684380c10e671ef3d798b2648834c33e68998c8259d167e1902475034cf19463670710be1af0efe9e14d2c1068f87b3973267977c34f04f47d48663aa524f195abb146fb21e6a98d803845958180eff753d3bef3321607a46cced221724c406e1b634afb3303a2ce795dc9da40697af7559073ae3a45937aeb676ac2abbae1905597f4f391cf4857a8a6c9f79411a2bab1141861fdc99679266076d7573ccafffdc76ebfecb5171eb9628e7e5bfee5e58936d33e1f9fd276054c7050ca3e8c516aacbafc09102a140004eb6eef5079bc6166c255c30e69a795ea4da90852c12bfa2b526605af9ee03b4538a67b318aed122d9b50c0570592adc32dea94c8bfeaaa91c6668ac6924aa0dcef1884e09fb24b6078203b7eaa37a170ea918eef07c77ffb0528bafd123c23acee106c492746f40d650b68c5c03333234155fd71bb00c650e00da234ffcc3fa794455ae8090f944b1c83444720c7417bb6507f2007253fec508e12887658faa5be150f9bddf97e7aa2aa9fe9c24e0f02a54573c35665107839361435819502281124bb8ae49c81609cdfa2442a60a78e7115f570bf428f4201e88fd9ea31f7ec4fef81a7e74e59b9e2af6ec63216fb9066bd45b446e7b6c5043637c0bfd242e5036220db011d7bf527c4a45d284511c520fe392434c12dd58549f00fd00b9e6c69eeeb69ee0beca81b3c57273dcda7e502d126fba0cffae9fb0da66b1762f8c579b987154b0ac12794aca42699b1e9a2c9b0bb46af3a9863a1bd9c00ce4c25332920ec6b6154f490830cc1ffb8db250c3a9b168c03cf39f2c6eb0c4b7559a9ec1b924ffc699b94a0533549ab9b34213249f26f98bbbc7b786e7f5084e14f1416d107756f646b34ac6b0f59c848005921cba27b14de907db44dada1406de5dbfe7d18e,(800) 327-8464,"Sporting Goods Sales, Food & Dining","['liz@fasthog.com', 'Kevin@fasthog.com']","Business Hours: Tue 09:30-17:30,Wed 09:30-17:30,Thr 09:30-17:30,Fri 09:30-17:30,Sat 09:00-16:30",,
Food and Beverage,Dutchess Recreational Vehicles,"737 Freedom Plains Rd Poughkeepsie, NY 12603",https://apis.elocal.com/tracker/track?q=a304e78cc478af84be0529ea21b63df5d7a1cfd16b647b1fcff3b03559944cfcfcffb466dd84bbad04d3bd3c5e6c0f1ade9e10db0054b55e9afd82d4c034e5054402286dbe4fe83c69a56bc9144e7309e27ecb639d9504a37e2c9fdb7d21d2e8d1e44ec78d534668962b1ed9af75314439741881c645922dfe743640d6b6b72f9b64d393b80fbf4a1bb999b42a48384515c0e21b0a6ec87f6269cfa78bb389ea8a14f409bce07b9ec50365d4d4b95e513e974c92defec7665f24110105f9dc0edd584488e398a7af73608cf4f635eccf015fb3e154473ab30810b1380cae0faf963da9102d86e3409341c8e26e85cfcabfb4ada29203474b403aadb0d34621ff5a7be9ab4804d42bf8af5a51ab7fdd240806797c88069c56022933d87ce22d4eadbf786ce2496c37266ab42c32fb985de61f73b27f1d3072ff08002a686b6b3773b397a0bd57358d6f0253872cc6e640e09072bd0db90d061aeb80e67e9cad02464a7f883fd4c8a632d7c55039af974a370630897286efd9ec6fbcf976c46a9f266a8c7a96ad92c2cc880088feb5a8be2e739eda10640803a765f71c9c3cfe238dc0ee3b3d8ce766e144959e1b1d2f7815cfa51e8c4945e9a05cbbbd85ccc3bb7f3889e7dc59853027421577d83601a49d59d46f37ee20c89298a8e6fb5e4667607e3a1aa12b84e86fb116caca1e9f83a5e6818a7d4c0544d9ea7100b51ec0d423a5f73f799e7b6db0e7f5bb49def4a95d89d776e3b29463b50b1417663f70ac255fbd7f1d1d3fe738694da10287502c05ad1a354be9dc825c8e727c297b2f1e2ac13a927223ce14c6a4f686669f773ea4c77278ec2adb7734f731ced1bc2755be91f00a76dee901df94af925ee42fc985ceaeb7b34f099c742949428cac25f45182472d4ecc7ed520ea2c342c8aa22249799363035bcf82b245d92b17ab7f952839a958f2221259becce1ea6e5a4ab8,(845) 454-2810,"Boat Dealers, Lawn Mowers, Food & Dining, Snowmobile Dealers","['jeffconston@dutchessrec.com', 'jimbatterton@dutchessrec.com', 'steve@dutchessrec.com', 'kenconston@dutchessrec.com']","Business Hours: Mon 09:00-18:00,Tue 09:00-18:00,Wed 09:00-18:00,Thr 09:00-20:00,Fri 09:00-18:00,Sat 09:00-15:00",,
Food and Beverage,Maison Premiere,"298 Bedford Ave Brooklyn, NY 11249",,(347) 335-0446,"Bars & Clubs, Food & Dining, Seafood",[],"Business Hours: Mon-Fri 4 pm-4 am, Sat-Sun noon-4 am",,
Food and Beverage,Blue Ribbon Brasserie,"97 Sullivan St Frnt A New York, NY 10012",,(212) 274-0404,"Late Night Dining, New American, Visa Accepted, $$$, Discover Accepted, Restaurants, Mastercard Accepted, Bar Scene, Eclectic & International, Local Favorite, Traditional American, Dine At The Bar, Open 7 Days, French, Diners Club Accepted, Notable Wine List, American Express Accepted, Food & Dining, Celeb Hangout, Bistros, People Watching",[],"Business Hours: Daily, 4pm-4am",,
Food and Beverage,Parts Depot Inc,"295 Stockholm St Brooklyn, NY 11237",,(718) 456-6409,"Electronics Sales, Wholesale Restaurant Supplies, Car Alarms, Restaurant Equipment, Shop Online, Consumer Electronics, Hitachi, Restaurant Equipment Manufacturers, Food & Dining",[],,,
Food and Beverage,New York Food Tours,"113 E 13th St New York, NY 10003",,(347) 559-0111,"Restaurants, Food & Dining, Sightseeing",[],,,
Food and Beverage,Wave Seafood Kitchen At Danford's Hotel And Marina,"25 E Broadway Port Jefferson, NY 11777",,(631) 928-5200,Food & Dining,[],,,
Food and Beverage,Moe's Southwest Grill,"674 Stewart Ave Garden City, NY 11530",,(516) 794-8200,"Mastercard Accepted, Mexican, Southwestern, American Express Accepted, Bars & Clubs, Food & Dining, Restaurants, Visa Accepted, Carry Out, Discover Accepted, Catering",[],"Business Hours: Sun 11am-9pm, Mon-Sat 10:30am-10pm",,
Food and Beverage,Snapp Too Enterprise,"3312 211th St Flushing, NY 11361",,(718) 224-5252,"Beverage Manufacturers, Food & Dining",[],,,
Food and Beverage,Bouley Restaurant,"163 Duane St New York, NY 10013",,(212) 964-2525,"Notable Chef, Business Services, New American, Prix Fixe Menu, American Express Accepted, Mastercard Accepted, French, Restaurants, Lunch Spot, Food & Dining, Diners Club Accepted, Visa Accepted, Open 7 Days, Beverage Manufacturers, Fine Dining, Special Occasion Dining, Quiet, Online Reservations, Eclectic & International, $$$$, Discover Accepted, Catering, Romantic Dining, Notable Wine List, Wholesale Foods",[],"Business Hours: Mon-Sat: 11:30am-2:45pm, 5:30pm-10:30pm",,
Food and Beverage,AFFIA MEAT & GROCERY,"328 Empire Blvd Brooklyn, NY 11225",,(347) 318-3591,"Naturopathy, Food & Dining, Wholesale Meat",[],,,
Personal Services,Kimmie's Personal Shopping Services,"1462 Pacific St Apt 2A Brooklyn, NY 11213",,(347) 262-3877,Unclassified,[],,,
Personal Services,Jaime's Personal Chef & Catering Services,"173 Huguenot St New Rochelle, NY 10801",https://apis.elocal.com/tracker/track?q=aae2653133fa57d6d49b25396b645ff023ffe359e618e4383538fbf0d71552c942d330b5118af7e366f06bc037fb4cdb4465d27eabaa55f70644307da9cfc678248d460ea0b7379efb98406f8ed3c873ccb06465d78feb82da3a9635519f5ea153e8ac517992aaddd77673bc764307546fd5e7fc2f79cd5bf8dfb41eab4423e1213b5f0829e64e7becd808ff62dd4eda8516bb2a917e6c82edd6a41894a6c50bd5edf3ad3f9f366f114e39b0f293458ebe816d5e737bb945a4757f937ec027a865700cafdcda422afca54e4a9abe0cbeef707cf128bf72bf309fc37cb7ebb4d8f9b27137e586e03cfbdf7cafaf608a564a6ed848df39f4a38891edf0dc508eebac2e09d3d01127c422485e8c4559ac57b544a12b7a63dea5611a040021cd94b25f0bf8f376fcc42351b5e5106783e703964990a019c0a6b6d74839f7561e9e8e07545de48aff8da60ad202e949444184760db64f65a656e67230b7c45fe7a2558777bd74076ef48b6e5aa6224f123733e261cd6b378fd3a8fab070b0165c4fba061f9c738532544b5f9a9973ec066df5522fed9d3d14fb2afcd015ec547adc524e4a5cf2d89dce90845b17dfa8c38f9a189353171a50815b0234af79bbfc3e9f1ccb12ec2f48a8f83df7638e7930e8a13df5587fa653e0f77ebbbe3a6c929e2464b801142c2c65994a5a1f9f48c77ec7711269433aa361db4597fa31047284c804cf092ffa6233c79e22dfd25341f66393a64a8457fac2c5bf8aa47fb0611e536ada2109a4edd331e3aeec899272e29542f8f8174bdebaa4b7d30943fca77c8097f0ec71017396dc6e0b82a2b33b551a01055710ddb72e16631012ec068aee75620c3a71c7d7c17cdd9cfb9a680b60f19d1eb8bf9c69154e9ed10e1504e962509fc1dad032adce3a16e3b9c05a1e3d31829150c6a02463b9b75d228173bd96ee104dc13b799b5f843717aa959da61d00,(914) 771-0540,Professional Services,[],"Business Hours: Mon 00:00-24:00,Tue 00:00-24:00,Wed 00:00-24:00,Thr 00:00-24:00,Fri 00:00-24:00,Sat 00:00-24:00,Sun 00:00-24:00",,
Personal Services,3 2b Fit Personal Training Services,"3984 Burke Pkwy Buffalo, NY 14219",,(716) 649-9269,Personal Trainers,[],,,
Personal Services,Personal Touch 1 Stop Home Renovation Services,"783 Winter Ave Uniondale, NY 11553",https://apis.elocal.com/tracker/track?q=6405b5d96a6a42b1fbf28f40f65d4caf4066976f8a3ef2d7e6784eb61d7ee84a1752d0403ab2284e27356e037404d4975f1a0e49f27df23ec36abb930fc36952dc30818a124d20844b455513a76db56109c1313d8e0e62bcc5ffc183f1c5247e5d14c5378792c111415c17e4bfd872ba9283681670cc14388179466ab16ec3056db254b6102e11a47cdad5ac62a1deb015b70b6c2c5b00922a80d7a1064a40b3faaa17d125e1df73a1e2c96921a532d48e74050e280529324d31436f24c94dfe979eb37896a85ce571d671e1b186965c190e0120ba26a3b23148e8ee44ec8911bbd0f291656ec45bbba29eaf97aca420e3f176f1e747e86e7a910e73ca0ae40d3cfb54ae4314676bcdb3aadfd4860ab651c478c20f721e4998e2436abe8379299222ff46797bc00948ce9d6173e529b0d462f5e6ccf1e661237e8c68447c2ffcc0ce3190ffff2c09b10a0e3d5a085f84f8275bf025e2ca3c3df5b0bb73196c4f57e7249f30959930cd41b30a8b8d5c1ad6b9b7dcac70f19220372652bbc7dc964311e98cf8ff6a1f30d65f18ad19e9760e01c501273f802af006539b0d190574db42cc4003bfaed31f9cda2379430e79996541f380fa6a752387a1c37f9cd3f2c14763d41e8e0aaf8eb0c34cfa3c25ebbcd673bdaf22a15b16875a2adb48ee01dd9ca99fb86a89ed2d1099bbbcce5b4f40610d2174a6f173ae5be612c9e922c92173e11b6e38b003bae455f1ef1fbeb7d700f3c29bcc6eab60eeea74b4bfec0857130d82fde0eb263fe97e957775a4f13425914d9fe081b1b3b34e34000d7651560dc2e8ebe5c1bcbf2aa9525f5c4e87e9af9aa70167e2df28cea38184fc8478ba4c2e578bd1654dac6ddb11214c2bbbcb68680da2e044427e1b8ff9693040e3d667a2000261c8f9939567e7ec2f03385ff07d047e22da2b1c4e744847c09e9c265b63a6f293c1cd72aecd99919c6101fa6b12b206852d8394f0e9cc2e647bef9b586bf2d2cca4cc5e9d4cc54938d50c1eb3e00cf64633333570f210685892d02ebb7a7449dc5c504599249e1f1242b3bd6ae95e249800a5131a185756aa81f4,(516) 395-2490,Agriculture & Forestry,[],"Business Hours: Mon 06:00-20:00,Tue 06:00-20:00,Wed 06:00-20:00,Thr 06:00-20:00,Fri 06:00-20:00,Sat 06:00-20:00",,
Personal Services,Loa Introductions,"124 E 40th St Rm 201 New York, NY 10016",,(212) 986-8590,"Other Personal Services, Dating Services",[],,,
Personal Services,Singles International Consltng,"380 Madison Ave New York, NY 10017",,(212) 294-8510,"Dating Services, Other Personal Services",[],,,
