business name,address,external link,phone number,industry,additional_info,emails,business hours
Seasons Hair & Nail Salon,"90 W Hanover Ave Morris Plains, NJ 07950",,(973) 539-5677,Personal Services,"Beauty Salons, Other Personal Services, Manicures",[],"Business Hours: Tue, 3pm - 7pm; Wed, 9am - 5pm; Thu, Fri, 9am - 7pm; Sat, 8am - 3pm; Sun, Mon, closed"
Wakefern Food Corp,"600 York St Elizabeth, NJ 07201",,(908) 527-3300,Personal Services,"Wholesale Importers, Marketing Consultants, Credit Unions, Grocery Stores, Food Stores, Wholesale Foods, Liquor Stores, Other Personal Services",[],Business Hours: Mon. - Fri. 9am - 5pm;Sat. - Sun. CLOSED
Designer Skin,"607 Main St Little Falls, NJ 07424",,(973) 595-0333,Personal Services,Other Personal Services,[],
Storagemart,"6700 River Rd West New York, NJ 07093",,(201) 869-2330,Personal Services,"Construction Consultants, Visa Accepted, American Express Accepted, Outdoor Storage, Self Storage, Record Storage, Transportation & Storage, RV Storage, Discover Accepted, Oil Field Contractors, Boat Storage, Moving Supplies, Other Personal Services, Mastercard Accepted, Moving Companies, Printing, Car Storage, Household Storage, Boxes, Storage, Wholesale Packaging Materials, Packing & Crating, Vehicle Storage",[],"Business Hours: Mon-Fri 9:30am-6pm, Sat 9am-5pm"
Pantone Llc,"590 Commerce Blvd Carlstadt, NJ 07072",,(201) 935-5500,Personal Services,"Telecommunications Consultants, Printing, Communications, Other Personal Services, Marketing Consultants, Unclassified",[],Business Hours: Mon. - Fri. 9am - 5pm;Sat. - Sun. CLOSED
Portobello,"175 Ramapo Valley Rd Oakland, NJ 07436",,(201) 337-8990,Personal Services,"Restaurants, Food & Dining, Personal Services, Wedding Planners, Catering, Italian",[],"Business Hours: Fri-Sat: 11:30am-11pm, Mon: 11:30am-10pm, Thu: 11:30am-10pm, Sun: 11am-9pm"
Mimosa Digital,"119 Washington St Hoboken, NJ 07030",,(201) 222-1103,Personal Services,"Wedding Invitations, Scanning Service, Personal Services, Invitations & Announcements",[],"Business Hours: Mon - Thu, 10:30am - 8pm; Fri, 10:30am - 6pm; Sat, 11am - 5pm; Sun, closed (open 11am - 5pm between Thanksgiving and Christmas"
Vincere Group Inc,"3500 Sunset Ave Ste D14 Ocean, NJ 07712",,(732) 918-0123,Personal Services,"Typing Service, Business Management Consultants, Other Personal Services",[],
New Life Journeys Llc,"623 Eagle Rock Ave Ste 138 West Orange, NJ 07052",,(973) 669-0725,Personal Services,"Other Personal Services, Shop Online",[],
Trenton Photographers,"1207 S Broad St Trenton, NJ 08610",https://apis.elocal.com/tracker/track?q=e5bbf32e28919929d633dc86538c7d8e674d266e4bc5d70657bc0ccf574369d4185866c37c73bd6a04d82c3e306b352720c54574c5242898323b7172e678eb59644b1084328577b523baf2aec446e679bad461305bf34f93d3dc17829efcef377eac088ba41e8904112e662b46bc3353380d68c6599e768ac5ac4deef19732166caf96a74b67fff5571377230cbde52179e6c1370df97c32f27540b2b1af907d9f36741e9635959eda8554897e8032799011e4239c88fe3de762f307152e4c11a56401e7c5ee13014358e7103d39c4b19872a5b99d54a2925331594919f315fe23203b735dbee7b95d3c2d3edadbd765ddfa512901a25007c9f42df8a730f9dfecd577bc8be2846118ad2d1c184457e1d653967a24c5da0d393fa2c636cb12d365139109aea23b94678d409a875efafa8811c08983a7cccc60a0679ef8a204a9c941ae1e98b52827bf2deaf3cd949280fb955bc365f61f286c97e687d00d2a4ac419a966c87e5839395c62469353f19fd647c832f72c1508eab11df78f92245852f16ac2cd43e013e13f4e536b78875ba16008f9f99dda14af38508f9685cf9a784776014b0201effc89ffe5e8b9de341d907ec70b3cc1c7385ea9584763fc44fedce41845603cbae557cf69f446de7b120695954d5bb5fc91556b852af5e265924fd778d28a623ce7f06e9a79217059980dd669e121f30c58d26800255316dae135cc463fd7f13f0a34554a87dd73ef90814b5079bd094e9506a6a592914574012fa683abdcb11a93bc96c8fd9260ee8578faccbb89d6e25169ef71613ba09d825c005051308b2461c2dc60a2eeba39b6e908b200cfd1795c5a67daa7b6363213850407675606d00b6e41237a09d6b03e304bc521444a4a5a36d5035fa5d9d63240b1126f474a75320dcf86d6d43e81dc6e84509fd17990eb8da9b97c8c9e1968dde80ec0fe4b57ae4f9d2e6006ac8b,(609) 791-9922,Personal Services,"You can trust us with your special day. We have been in business for over 50 years. All of our photographers have been professionally trained and will handle your wedding smoothly and expertly, even under difficult conditions. We can also advise you on the scheduling of your day to help avoid running into problems trying to do too much in too little time. We use professional digital equipment, allowing us to create all the latest digital effects and albums. All of our photographers have backup equipment with them on the job, sometimes even two backup cameras. Call us today for more information.",['Jay@TrentonPhotographers.com'],
Paramus Moving,"466 Cedar Hill Ave Wyckoff, NJ 07481",https://apis.elocal.com/tracker/track?q=0b56681b5c543aaeee658ec0caa9c232047f0ad61fe33743b2fea1c4a67c3ff8724e5fbf108cc149218c33009a488e8916e06edb25848a3a4fa375082ea2b036e7f2ea2e15416ef1d6206f443154b44847293a50b01c34ac1c48a8ae294309d6bb867e984a884bed1f65269650ee305473d3ad0238d84b0da8e4f07a52974b65e173275137aaddca7387512f05faac5bd1279f9140af0d1875ed5f785c1558dbfeef488795c3b9836999140b365e07529a4c7843a6ce507c57cbe4db9ae013853360a2cd9c66d49e1577580e78ae44c6fa9b28f01ed501168929719c6b4d402622f6d5be8fea80f4b17b3c92eba0277e9c2bb6a2c8860d5c746b1ff3a9d34d1a762430d1fde56ac38c5ce97311980398b72f8dc2101af263af30e697cd931e66a66e39797f47849263d1ddb91465106f755c7a4806b723a1d37669ad5452849fb54395e29216c2f70052eb04e2bbea4513b9868c3b42c0d90eb9e3a30dd7db573678b93b0b891e93a53777601fd45f0b7ec4cd958f6efa14d3f752098721932fcd2a1481949cec4339aaf5ba904dae27a3a18f434767422bb7d33e99d2d53f4e632a3642546409c7710424836b7e12e11a344d04290a75849c394669b72d1a5d9c621f0d3204e0c1ef1b5351343cb49ea9cfac23236663cf05aa5cdb5f728bb6c28bc10fdfa925ccb985b66e7acb80e40f1d89292d7ddfde07c2438019372ef6dd4d8b9ef94e4d27d49873b90bf31245ce82d4381821f07bece729c1be9cdaf3a3d39ef23fec2a5f62c8d3adf2ba5010959ea11f1e9306fd2f46a8a89bbf412ea0a461d0b2af453bb7426d7b5cf611bca453fb4ef638b08c16b2778b5ea2202044d7d66482cce9226cc41db98272c6824a19bae796b283281f45245b8b42ca7ebe995c3d25b25c0a41dcd2474dbafdb5ad56c59d6441aa9a443239b1ff76897aae72b37959ab8b4d2f8490c0d09a7d03,(201) 652-5554,Personal Services,"Since 1998, home and business owners throughout the area have turned to Paramus Moving, Inc. in Wyckoff, New Jersey, for professional moving services. Trust our licensed and experienced team to make your move a pleasant experience. Local & Long-Distance Whether you're moving down the road into the home of your dreams, or across the county, let our licensed moving company help you. We've offered moving services for local and long-distance moves to residential and commercial customers. Call us today!","['info@paramusmoving.com', 'Paramusmoving@gmail.com']",
Charlies Angels,"26 Robert St Paterson, NJ 07503",,(973) 928-4975,Personal Services,"Escort Services, Dating Services",[],
Nj Association-The Deaf-Blind,"761 Summit Ave Jersey City, NJ 07307",,(201) 984-0398,Personal Services,"Special Education, Adult Day Care, Disabled Services, Business Organizations",[],
Beach Bucket Lunch,"109 Fowlers Ct Ocean City, NJ 08226",,(609) 501-5050,Personal Services,"Food Delivery, Sandwich Shops, Personal Shoppers, Discount Stores",[],Business Hours: Thu-Sun: 11am-4am
Chef Pam,"252 Broad Ave Palisades Park, NJ 07650",,(201) 302-9900,Personal Services,Personal Chefs,[],
A Casa DO Chef LLC,"108 Jabez St Newark, NJ 07105",,(862) 234-1717,Personal Services,"Personal Chefs, Catering",[],
Kent Place School,"42 Norwood Ave Summit, NJ 07901",,(908) 273-0900,Personal Services,"Junior Highs, Education, High Schools, Private Schools, Preschools, Disabled Services, Special Education, Kindergartens, Elementary Schools, Non-Profit Organizations, Child Care, K-12 Schools",[],Business Hours: Mon-Fri 7:30am-4pm
Firstlight Homecare Of Mendham,"5 Cold Hill Rd S Ste 18 Mendham, NJ 07945",,(862) 207-3380,Personal Services,"Health Care Management, Senior Citizens' Services, Disabled Services, Alzheimers Information, Home Health Care",[],Business Hours: Daily 12am-12pm
Drinks For Two,"161 N Franklin Tpke Ramsey, NJ 07446",,(201) 934-1011,Personal Services,Dating Services,[],
Beautiful Blonde Escorts,"6632 Black Horse Pike Egg Harbor Twp, NJ 08234",,(609) 317-6917,Personal Services,Escort Services,[],
Passionate Chef LLC,"10 Netcong Hts Apt 2 Netcong, NJ 07857",,(973) 867-8685,Personal Services,Personal Chefs,[],"Business Hours: Mon-Fri 9am-5pm, Sat 9am-9pm"
Camp Acorn INC,"165 W Crescent Ave Allendale, NJ 07401",,(201) 785-1101,Personal Services,"Government Contractors, Home Health Care, Disabled Services, Recreation Camps",[],Business Hours: Mon-Fri 9:30am-3:30pm
Institute For Educational,"381 Madison Ave New Milford, NJ 07646",,(201) 262-3287,Personal Services,"Disabled Services, Special Education",[],"Business Hours: Mon - Fri, 9am - 2:45pm; Sat, Sun, closed"
Eden Autism Svc,"49 Dennison Dr East Windsor, NJ 08520",,(609) 426-8805,Personal Services,"Professional Services, Non-Profit Organizations, Government Contractors, Disabled Services",[],
Ivy & Shania,"524 Bloomfield Ave Verona, NJ 07044",,(201) 294-3894,Personal Services,Personal Shoppers,[],Business Hours: Tue-Sun 10:30am-6:30pm
Argus Investigative Services,"1988 US Highway 22 Scotch Plains, NJ 07076",,(877) 354-0941,Personal Services,"Bodyguard Service, Security Services, Consumer Electronics, Military Attorneys, Security Systems, Investigators, Litigation Support, Crowd Control, Install Security Systems, Closed Captioning, Fingerprinting, Attorney Referral Service, Legal Services, Security Systems Consultants, TVs and Radios, Security Guards, Private Detectives, Polygraph Tests, Repair Security Systems, Attorneys, TV & Radio Repair, Detective Agencies",[],Business Hours: Mon-Sat 7am-7pm ; Sun Closed
Brighter Dental Care (Princeton),"29 Emmons Dr Ste C80 Princeton, NJ 08540",,(609) 514-1666,Personal Services,"Airport Transportation, Periodontists, Dentists, Cosmetic Dentistry, Visa Accepted, Mastercard Accepted, Disabled Services, Car Service, Endodontists, Wheelchairs, School Buses, Oral Surgeons, Tooth Whitening",[],Business Hours: Mon-Fri 9am-5pm
South Jersey Matchmakers | New Jersey Matchmaking Service,"535 Route 38 Ste 350 Cherry Hill, NJ 08002",,(856) 382-7020,Personal Services,Dating Services,[],
Federation-Multicultural Prgms,"313 New Amwell Rd Hillsborough, NJ 08844",,(908) 369-4262,Personal Services,Disabled Services,[],
Cornerstone Day Schools Llc,"44 Brown Ave Springfield, NJ 07081",,(973) 379-3000,Personal Services,"Engravers, K-12 Schools, Disabled Services, Special Education",[],
The Arc Ocean County Chapter,"815 Cedarbridge Ave Lakewood, NJ 08701",https://apis.elocal.com/tracker/track?q=8c671260f83a320fb972caa456b55c3a869b8d342c22bc0aa08aa2d9b8ce380436864a661de69ebb937c783f5f0c18c15f0db8e7dc01120b09b6d10ac5c59779b2f470582f4ea720c978cfec0e2592d18f2589c8986bc5055f08c32249db391741bbee473b47cfe762e9630abce944d6d138ee20265ab932a0f43c8621e4afc45b3c0c6449ef8224afc63e2f46551e13c61348f6f568a7bab958acc2e5de31b6c67c3084c04e4d6fbc05c037e90a4e5b80be35f0c52bfa0548b0a91de0c6467a3eac82ce5a1015b3066fae7d69fe787d9e012a7b38e97b5525483c112340918672279a249f9c32d6501a2102a93c49ad2e97fbb6ce13b2f02364718ae281a76c7c94f0fd7caa6e2f1b4b6cd04a7d7ac6f9da263ebe4895fc21596c2130cbd0dfbf82e895cb6a93464679b4d5cf39ab179e190b0fbb72b383499c0a994717f7c483219d481814e459c869e83c4d932306a547efafbde4fee68bfe79cf3095bb3f09e3de45a4a77dd7da6eff69a16d0893dd7478e7f31440dc9640f7c16c2a2550e94f2a4c89173cb978f4691bec25c90aab083edc32bade6ce7bc575f91ebe452ef6f17f3d36122327d030c213f666d5fbd6aca8091da2266e329d2d4b99ad28cc7363ac4750981463d4a9c1aef3d2f4c9420a7240bff86eb03dff0781d2aadaf2ef557398ae57290343fdb7e2df1d08af8e77f1698472d2367daf73fd145b27761a97c349cc872f17861cc215bae9bea6a9d70c63bfaee6faa411b99316afb23e56a3ec4a35f2ef94107faeb03f69883c1efb679669b0fa3c7899ea2be8a9fdbbf8994ce4ffd20baa8089ed9a86f333985fbd14e014e0a96758b0cf0900889938f7ea60dd83f11779915764cef97d20f7a0d962ac8f2e7bdf255cceca6757626605fac4b7f4a0c512612657dce906a278cdc30dd02778c430f50cf2922aecfc7bf9c809c299128dffbac763241ebc57b,(732) 363-3335,Personal Services,"Disabled Services, Non-Profit Organizations",['info@arcocean.org'],"Business Hours: Mon 09:00-17:00,Tue 09:00-17:00,Wed 09:00-17:00,Thr 09:00-17:00,Fri 09:00-17:00"
Eclc Of NJ,"21 Lum Ave Chatham, NJ 07928",,(973) 635-1700,Personal Services,"Disabled Services, Non-Profit Organizations, Special Education, K-12 Schools, Private Schools",[],Business Hours: Mon-Fri 8am-5pm
Keystone Community Living,"118 Summit Ave Fords, NJ 08863",,(848) 203-3411,Personal Services,Disabled Services,[],
M C S Dollar Plus,"404 Harrison Ave Harrison, NJ 07029",,(973) 484-5414,Personal Services,"Variety Stores, Personal Shoppers",[],
Together Dating,"36 Leland Rd Ste B Colts Neck, NJ 07722",,(732) 308-0555,Personal Services,Dating Services,[],
School For Children,"270 Industrial Way W Eatontown, NJ 07724",,(732) 542-2525,Personal Services,"Child Care, Special Education, K-12 Schools, Government Contractors, Colleges, Disabled Services",[],Business Hours: Mon-Fri 9am-2:30pm
Avenues To Independent Living,"64 Curtis Ave Deptford, NJ 08096",,(856) 537-1972,Personal Services,"Disabled Services, Vocational Rehabilitation, Medical Services, Residential Care, Mental Retardation Information",[],
Enable Inc,"645 Brookside Dr Belford, NJ 07718",,(732) 471-7513,Personal Services,"Nursing Homes, Disabled Services, Residential Care, Occupational Therapy, Community & Social Services",[],
Allies Inc,"809 Donegal Ct Toms River, NJ 08753",,(732) 270-1024,Personal Services,Disabled Services,[],
Caregivers,"1 AAA Dr Ste 203 Trenton, NJ 08691",,(732) 262-7805,Personal Services,"Community & Social Services, Disabled Services",[],Business Hours: Mon-Fri 8am-5pm
360 USA Inc,"288 Riverwalk Way Clifton, NJ 07014",,(973) 928-2162,Personal Services,Disabled Services,[],
Work & Well Inc,"92 Eastern Ave Somerville, NJ 08876",,(908) 429-5500,Personal Services,Disabled Services,[],
Chef Yang Inc,"1105 US Highway 46 Clifton, NJ 07013",,(973) 777-8855,Personal Services,"Personal Chefs, Restaurants",[],"Business Hours: Sun 12pm-9:30pm, Mon-Thu 11:30am-9:30pm, Fri-Sat 11:30am-10:30pm"
Shadow Center,"1070 State Route 34 Matawan, NJ 07747",,(732) 583-1414,Personal Services,"Disabled Services, Other Social Services",[],"Business Hours: Mon - Fri, 8am - 6pm"
Broccoli Rose,"160 Gordonhurst Ave Apt H1 Montclair, NJ 07043",,(609) 320-4934,Personal Services,Personal Chefs,[],
Independence High School,"15 Smalley Ter Irvington, NJ 07111",,(973) 372-5601,Personal Services,"K-12 Schools, Disabled Services, Special Education, Community & Social Services",[],
Chef Ologie Culanary Creations Inc,"450 Rahway Ave Woodbridge, NJ 07095",,(732) 634-0621,Personal Services,"Personal Chefs, Food Stores",[],Business Hours: Mon-Fri 11am-8pm
BrightStar Care,"3 Broad St Ste 201 Freehold, NJ 07728",,(732) 462-5777,Personal Services,"Home Health Care, Disabled Services",[],
Right Choice Dating Svc-Cntrl,"3 Scott Dr Morganville, NJ 07751",,(732) 536-8981,Personal Services,Dating Services,[],
Brookfield Elementary,"800 Kings Hwy Haddon Heights, NJ 08035",,(856) 546-1388,Personal Services,"Disabled Services, Special Education, K-12 Schools, Elementary Schools",[],
Benchmark Human Svc,"1375 Jesse Bridge Rd Elmer, NJ 08318",,(856) 692-1937,Personal Services,"Disabled Services, Community & Social Services",[],
Pro-Fir,"215 Edgewood Ave West Berlin, NJ 08091",https://apis.elocal.com/tracker/track?q=f39ec6489d820f73eb8d1849aaa6facd2bb143201ecd41e1fa7c8f224d3900a6bb4b39d8268b04c62662a3417cb4339a95f80c3f9bda9e681fb825f27a5aeaffd22c04604ff13317705b6e28bd8992642799cb74d0e0156dc8853c702757f5ee5e8038a6f6ba8db9d51c96c6143cdce158ae9d93253c58927d77f683136108b49b5fb4d6dae6f8f14fc8abcc2dae611be1bf5578cdfff10878a06e0bff6c99fc2c906a4fcf6a9e565d692c01406a70f71ce59b6dc3ff8d84e45173dea99ffa6c5e503b88bb3d17660b0579327c94bb84a19f339f4b574cd7f2ebb7e428d9148359995ec79767f674a5e9ca5c36dccd6f4e4a706c3ebf09fab5e9e76e9b041c8edc656f7f9e9f850a4cd88e93561b30987d5f61fc4b95c708da9a8bb12aeaaff9a30432063ed6098071ccdb89254b1c09dadd1b65721c5b10892eb927c3a95fa6ca9f27a79aadeb9f3cd4e894e8be347b0e8fa7bb8bc4e6806c832a03c8d2ff6e503a072f77d2781f73ae9edbd2f0f78f9ab9cdf93ee596c0e0c3270d9be19aa4514e4be734b332db3b4ac160451f6be8df7cbfd9be63c17bc63f18166a29beca507a2cd8acdafaa1c64861c85b2c87d37a9e75b5fa81c5b6051d7272c69a9b56a0bfa21dff712f8f4750a290f1f8b46743117328b903897a64a24f3bec5bad150c787c9199c58f10c494b9d689f63d645c68289db0a10520ff15a04f68a0c5fb285ef082a353c2d4df21f60d1ac4fda4a6134c60bfd494448b90d6b86f8a88bc851df28fc79fdda9d1938dfc7ffb49a2c7776305d6e3945f399aeac5c44b201e774b217c9e37e9866b179c5f2f262c5d480d7be5bd335bd74f87c32e249c4d5b33fa07496140127e11967362683601d0c9168da779416944bd08652ec5f16aeaba97bd74567e4bc65fc661a8dd807d3fa7c7b5ec3a2ad59775e30af3a026a4d8c382de0f550494bd89dbef838f63119e,(864) 809-9910,Personal Services,"Disabled Services, Health & Medical Services, Prosthetics, Physicians Assistants, Auto Parts & Accessories, Home Health Care, Physical Therapists","['pro.fit@profitlab.net', 'casey@profitlab.net']","Business Hours: Mon 08:30-04:30,Tue 08:30-04:30,Wed 08:30-04:30,Thr 08:30-04:30,Fri 08:30-04:30"
